rank,bgg_url,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,designer,weight
11,https://boardgamegeek.com/boardgame/84876/castles-burgundy,84876,The Castles of Burgundy,2,4,90,30,90,2011,8.11355,7.99721,25446,https://cf.geekdo-images.com/images/pic1176894.jpg,12,"Dice Rolling, Set Collection, Tile Placement, Variable Phase Order",35131,"Dice, Medieval, Territory Building",Stefan Feld,3.0366
12,https://boardgamegeek.com/boardgame/3076/puerto-rico,3076,Puerto Rico,2,5,150,90,150,2002,8.0878,7.9803,48299,https://cf.geekdo-images.com/images/pic158548.jpg,12,Variable Phase Order,55044,"City Building, Economic, Farming",Andreas Seyfarth,3.294
13,https://boardgamegeek.com/boardgame/115746/war-ring-second-edition,115746,War of the Ring (Second Edition),2,4,180,150,180,2012,8.38607,7.96376,6484,https://cf.geekdo-images.com/images/pic1215633.jpg,13,"Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management",10457,"Adventure, Dice, Fantasy, Miniatures, Novel-based, Territory Building","Roberto Di Meglio, Marco Maggi, Francesco Nepitello",3.9925
14,https://boardgamegeek.com/boardgame/31260/agricola,31260,Agricola,1,5,150,30,150,2007,8.05431,7.96041,48737,https://cf.geekdo-images.com/images/pic259085.jpg,12,"Card Drafting, Hand Management, Variable Player Powers, Worker Placement",58652,"Animals, Economic, Farming",Uwe Rosenberg,3.6318
15,https://boardgamegeek.com/boardgame/96848/mage-knight-board-game,96848,Mage Knight Board Game,1,4,150,150,150,2011,8.13872,7.93931,18466,https://cf.geekdo-images.com/images/pic1083380.jpg,14,"Card Drafting, Co-operative Play, Deck / Pool Building, Dice Rolling, Grid Movement, Hand Management, Modular Board, Role Playing, Tile Placement, Variable Player Powers",27567,"Adventure, Exploration, Fantasy, Fighting",Vlaada Chvátil,4.209
16,https://boardgamegeek.com/boardgame/170216/blood-rage,170216,Blood Rage,2,4,90,60,90,2015,8.14718,7.92347,14109,https://cf.geekdo-images.com/images/pic2439223.jpg,14,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Card Drafting, Hand Management, Memory, Simultaneous Action Selection",18624,"Fantasy, Fighting, Miniatures, Mythology",Eric M. Lang,2.8941
17,https://boardgamegeek.com/boardgame/25613/through-ages-story-civilization,25613,Through the Ages: A Story of Civilization,2,4,240,240,240,2006,8.08381,7.9219,15420,https://cf.geekdo-images.com/images/pic236169.jpg,12,"Action Point Allowance System, Auction/Bidding, Card Drafting, Hand Management",15894,"City Building, Civilization, Economic",Vlaada Chvátil,4.1706
18,https://boardgamegeek.com/boardgame/164153/star-wars-imperial-assault,164153,Star Wars: Imperial Assault,2,5,120,60,120,2014,8.19903,7.89284,11349,https://cf.geekdo-images.com/images/pic2247647.jpg,14,"Dice Rolling, Grid Movement, Modular Board, Partnerships, Role Playing, Variable Player Powers",19937,"Adventure, Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame","Justin Kemppainen, Corey Konieczka, Jonathan Ying",3.27
19,https://boardgamegeek.com/boardgame/193738/great-western-trail,193738,Great Western Trail,2,4,150,75,150,2016,8.29052,7.86813,5678,https://cf.geekdo-images.com/images/pic3113247.jpg,12,"Deck / Pool Building, Hand Management, Point to Point Movement, Tile Placement",7659,American West,Alexander Pfister,3.72
20,https://boardgamegeek.com/boardgame/205059/mansions-madness-second-edition,205059,Mansions of Madness: Second Edition,1,5,180,120,180,2016,8.30689,7.86329,6792,https://cf.geekdo-images.com/images/pic3118622.jpg,14,"Area Movement, Co-operative Play, Dice Rolling, Hand Management, Modular Board, Partnerships, Pick-up and Deliver, Role Playing, Variable Player Powers",11677,"Adventure, Exploration, Fantasy, Fighting, Horror, Miniatures, Murder/Mystery, Puzzle",Nikki Valens,2.6296
21,https://boardgamegeek.com/boardgame/2651/power-grid,2651,Power Grid,2,6,120,120,120,2004,7.94284,7.86145,42434,https://cf.geekdo-images.com/images/pic173153.jpg,12,"Auction/Bidding, Route/Network Building",48610,"Economic, Industry / Manufacturing",Friedemann Friese,3.2857
22,https://boardgamegeek.com/boardgame/209010/mechs-vs-minions,209010,Mechs vs. Minions,2,4,90,60,90,2016,8.37744,7.85838,5181,https://cf.geekdo-images.com/images/pic3184103.jpg,14,"Action / Movement Programming, Card Drafting, Co-operative Play, Dice Rolling, Modular Board, Variable Player Powers",9160,"Fantasy, Fighting, Miniatures, Video Game Theme","Chris Cantrell, Rick Ernst, Stone Librande, Prashant Saraswat, Nathan Tiras",2.43
23,https://boardgamegeek.com/boardgame/72125/eclipse,72125,Eclipse,2,6,200,60,200,2011,8.00981,7.85384,20504,https://cf.geekdo-images.com/images/pic1974056.jpg,14,"Area Control / Area Influence, Dice Rolling, Grid Movement, Modular Board, Player Elimination, Tile Placement, Variable Phase Order, Variable Player Powers",22515,"Civilization, Fighting, Science Fiction, Space Exploration, Wargame",Touko Tahkokallio,3.6795
24,https://boardgamegeek.com/boardgame/205637/arkham-horror-card-game,205637,Arkham Horror: The Card Game,1,4,120,60,120,2016,8.39843,7.8401,5645,https://cf.geekdo-images.com/images/pic3122349.jpg,14,"Action Point Allowance System, Co-operative Play, Deck / Pool Building, Hand Management, Role Playing, Variable Player Powers",11810,"Adventure, Card Game, Collectible Components, Fantasy, Horror, Novel-based","Nate French, Matthew Newman",3.0595
25,https://boardgamegeek.com/boardgame/121921/robinson-crusoe-adventures-cursed-island,121921,Robinson Crusoe: Adventures on the Cursed Island,1,4,180,90,180,2012,8.01272,7.83866,18426,https://cf.geekdo-images.com/images/pic3165731.jpg,14,"Action / Movement Programming, Co-operative Play, Dice Rolling, Modular Board, Simultaneous Action Selection, Storytelling, Tile Placement, Variable Player Powers, Worker Placement",27359,"Adventure, Exploration, Fighting, Novel-based",Ignacy Trzewiczek,3.6985
26,https://boardgamegeek.com/boardgame/175914/food-chain-magnate,175914,Food Chain Magnate,2,5,240,120,240,2015,8.28885,7.82742,5234,https://cf.geekdo-images.com/images/pic2649434.png,14,"Modular Board, Route/Network Building, Simultaneous Action Selection",6799,"Economic, Industry / Manufacturing","Jeroen Doumen, Joris Wiersinga",4.1799
27,https://boardgamegeek.com/boardgame/124742/android-netrunner,124742,Android: Netrunner,2,2,45,45,45,2012,7.9957,7.81548,20543,https://cf.geekdo-images.com/images/pic1324609.jpg,14,"Action Point Allowance System, Hand Management, Secret Unit Deployment, Variable Player Powers",32292,"Bluffing, Card Game, Collectible Components, Science Fiction","Richard Garfield, Lukas Litzsinger",3.3466
28,https://boardgamegeek.com/boardgame/28720/brass-lancashire,28720,Brass: Lancashire,2,4,180,120,180,2007,8.01311,7.8125,10774,https://cf.geekdo-images.com/images/pic3469216.jpg,14,"Hand Management, Route/Network Building",11352,"Economic, Industry / Manufacturing, Transportation",Martin Wallace,3.8752
29,https://boardgamegeek.com/boardgame/164928/orleans,164928,Orléans,2,4,90,90,90,2014,8.07938,7.81227,8788,https://cf.geekdo-images.com/images/pic2578828.png,12,"Deck / Pool Building, Point to Point Movement",10679,"Medieval, Religious, Travel",Reiner Stockhausen,3.0992
30,https://boardgamegeek.com/boardgame/35677/le-havre,35677,Le Havre,1,5,150,30,150,2008,7.93099,7.80765,19092,https://cf.geekdo-images.com/images/pic3330230.jpg,12,Worker Placement,20107,"City Building, Economic, Industry / Manufacturing, Nautical",Uwe Rosenberg,3.7619
31,https://boardgamegeek.com/boardgame/126163/tzolk-mayan-calendar,126163,Tzolk'in: The Mayan Calendar,2,4,90,90,90,2012,7.94425,7.79697,18095,https://cf.geekdo-images.com/images/pic1413480.jpg,13,"Set Collection, Worker Placement",20464,"Ancient, Civilization, Economic, Farming, Mythology","Simone Luciani, Daniele Tascini",3.6141
32,https://boardgamegeek.com/boardgame/178900/codenames,178900,Codenames,2,8,15,15,15,2015,7.89233,7.78936,30757,https://cf.geekdo-images.com/images/pic2582929.jpg,14,"Memory, Partnerships, Pattern Recognition, Press Your Luck",48818,"Card Game, Deduction, Party Game, Spies/Secret Agents, Word Game",Vlaada Chvátil,1.3679
33,https://boardgamegeek.com/boardgame/146508/time-stories,146508,T.I.M.E Stories,2,4,90,90,90,2015,8.03251,7.78364,10726,https://cf.geekdo-images.com/images/pic2617634.png,12,"Co-operative Play, Dice Rolling, Role Playing, Storytelling, Time Track, Variable Player Powers, Voting",17268,"Adventure, Mature / Adult, Medieval, Science Fiction","Peggy Chassenet, Manuel Rozoy",2.6621
34,https://boardgamegeek.com/boardgame/183394/viticulture-essential-edition,183394,Viticulture Essential Edition,1,6,90,90,90,2015,8.18707,7.77678,5627,https://cf.geekdo-images.com/images/pic2649952.jpg,13,"Hand Management, Variable Phase Order, Worker Placement",8669,"Economic, Farming","Morten Monrad Pedersen, Jamey Stegmaier, Alan Stone",2.9659
35,https://boardgamegeek.com/boardgame/124361/concordia,124361,Concordia,2,5,100,100,100,2013,7.98431,7.76399,10247,https://cf.geekdo-images.com/images/pic3453267.jpg,13,"Card Drafting, Deck / Pool Building, Hand Management, Point to Point Movement",10901,"Ancient, Economic, Nautical",Mac Gerdts,3.1336
36,https://boardgamegeek.com/boardgame/122515/keyflower,122515,Keyflower,2,6,120,90,120,2012,7.93612,7.74998,11984,https://cf.geekdo-images.com/images/pic2278942.jpg,12,"Auction/Bidding, Memory, Modular Board, Pick-up and Deliver, Route/Network Building, Set Collection, Tile Placement, Worker Placement",14535,"City Building, Economic, Nautical, Renaissance, Territory Building","Sebastian Bleasdale, Richard Breese",3.3383
37,https://boardgamegeek.com/boardgame/68448/7-wonders,68448,7 Wonders,2,7,30,30,30,2010,7.83338,7.74687,52507,https://cf.geekdo-images.com/images/pic860217.jpg,10,"Card Drafting, Hand Management, Set Collection, Simultaneous Action Selection, Variable Player Powers",67639,"Ancient, Card Game, City Building, Civilization",Antoine Bauza,2.3444
38,https://boardgamegeek.com/boardgame/171623/voyages-marco-polo,171623,The Voyages of Marco Polo,2,4,100,40,100,2015,7.98195,7.72673,9280,https://cf.geekdo-images.com/images/pic2461346.png,12,"Card Drafting, Dice Rolling, Point to Point Movement, Set Collection, Variable Player Powers, Worker Placement",10450,"Dice, Economic, Medieval, Travel","Simone Luciani, Daniele Tascini",3.1842
39,https://boardgamegeek.com/boardgame/18602/caylus,18602,Caylus,2,5,150,60,150,2005,7.85782,7.723,21940,https://cf.geekdo-images.com/images/pic1638795.jpg,12,Worker Placement,22100,"City Building, Economic, Medieval",William Attia,3.8196
40,https://boardgamegeek.com/boardgame/146021/eldritch-horror,146021,Eldritch Horror,1,8,240,120,240,2013,7.94099,7.70802,16608,https://cf.geekdo-images.com/images/pic1872452.jpg,14,"Co-operative Play, Dice Rolling, Point to Point Movement, Variable Player Powers",25076,"Adventure, Fantasy, Fighting, Horror, Novel-based","Corey Konieczka, Nikki Valens",3.309
41,https://boardgamegeek.com/boardgame/150376/dead-winter-crossroads-game,150376,Dead of Winter: A Crossroads Game,2,5,210,45,210,2014,7.85534,7.70671,23451,https://cf.geekdo-images.com/images/pic3016500.jpg,14,"Action Point Allowance System, Area Movement, Co-operative Play, Dice Rolling, Hand Management, Storytelling, Trading, Variable Player Powers, Voting",32573,"Bluffing, Horror, Zombies","Jonathan Gilmour, Isaac Vega",3
42,https://boardgamegeek.com/boardgame/12493/twilight-imperium-third-edition,12493,Twilight Imperium (Third Edition),3,6,300,180,300,2005,7.92248,7.70491,15180,https://cf.geekdo-images.com/images/pic50404.jpg,12,"Action Point Allowance System, Area-Impulse, Dice Rolling, Hex-and-Counter, Modular Board, Trading, Variable Phase Order, Variable Player Powers, Voting",17565,"Civilization, Negotiation, Political, Science Fiction, Space Exploration, Wargame",Christian T. Petersen,4.2305
43,https://boardgamegeek.com/boardgame/177736/feast-odin,177736,A Feast for Odin,1,4,120,30,120,2016,8.27093,7.70113,4104,https://cf.geekdo-images.com/images/pic3146943.png,12,"Area Enclosure, Dice Rolling, Pattern Building, Press Your Luck, Tile Placement, Worker Placement",5640,"Economic, Industry / Manufacturing, Medieval, Puzzle",Uwe Rosenberg,3.8282
44,https://boardgamegeek.com/boardgame/163412/patchwork,163412,Patchwork,2,2,30,15,30,2014,7.82454,7.69242,19259,https://cf.geekdo-images.com/images/pic2270442.jpg,8,"Tile Placement, Time Track",28670,"Abstract Strategy, Puzzle",Uwe Rosenberg,1.7098
45,https://boardgamegeek.com/boardgame/62219/dominant-species,62219,Dominant Species,2,6,240,120,240,2010,7.86357,7.68593,13058,https://cf.geekdo-images.com/images/pic784193.jpg,14,"Area Control / Area Influence, Card Drafting, Grid Movement, Modular Board, Tile Placement, Variable Player Powers, Worker Placement",13834,"Animals, Environmental, Prehistoric",Chad Jensen,4.0281
46,https://boardgamegeek.com/boardgame/110327/lords-waterdeep,110327,Lords of Waterdeep,2,5,120,60,120,2012,7.79641,7.6841,29445,https://cf.geekdo-images.com/images/pic1116080.jpg,12,"Set Collection, Take That, Worker Placement",35951,"City Building, Fantasy","Peter Lee, Rodney Thompson",2.5048
47,https://boardgamegeek.com/boardgame/28143/race-galaxy,28143,Race for the Galaxy,2,4,60,30,60,2007,7.77257,7.68402,34609,https://cf.geekdo-images.com/images/pic236327.jpg,12,"Hand Management, Simultaneous Action Selection, Variable Phase Order, Variable Player Powers",41277,"Card Game, Civilization, Economic, Science Fiction, Space Exploration",Thomas Lehmann,2.9716
48,https://boardgamegeek.com/boardgame/157354/five-tribes,157354,Five Tribes,2,4,80,40,80,2014,7.82921,7.68296,17733,https://cf.geekdo-images.com/images/pic2055255.jpg,13,"Area Control / Area Influence, Auction/Bidding, Modular Board, Set Collection, Variable Phase Order",23512,"Arabian, Fantasy, Mythology",Bruno Cathala,2.8928
49,https://boardgamegeek.com/boardgame/132531/roll-galaxy,132531,Roll for the Galaxy,2,5,45,45,45,2014,7.84718,7.68277,14679,https://cf.geekdo-images.com/images/pic1473629.jpg,13,"Deck / Pool Building, Dice Rolling, Simultaneous Action Selection, Variable Phase Order, Variable Player Powers",19302,"Civilization, Dice, Economic, Science Fiction, Space Exploration","Wei-Hwa Huang, Thomas Lehmann",2.7591
50,https://boardgamegeek.com/boardgame/93/el-grande,93,El Grande,2,5,120,60,120,1995,7.80414,7.67408,18580,https://cf.geekdo-images.com/images/pic180538.jpg,12,"Area Control / Area Influence, Area Movement, Auction/Bidding, Card Drafting, Hand Management, Memory, Simultaneous Action Selection",17944,Renaissance,"Wolfgang Kramer, Richard Ulrich",3.0849
51,https://boardgamegeek.com/boardgame/40834/dominion-intrigue,40834,Dominion: Intrigue,2,4,30,30,30,2009,7.79146,7.66711,23360,https://cf.geekdo-images.com/images/pic460011.jpg,13,"Card Drafting, Deck / Pool Building, Hand Management",32921,"Card Game, Medieval",Donald X. Vaccarino,2.4435
52,https://boardgamegeek.com/boardgame/103885/star-wars-x-wing-miniatures-game,103885,Star Wars: X-Wing Miniatures Game,2,2,45,30,45,2012,7.87365,7.66158,17055,https://cf.geekdo-images.com/images/pic1603292.jpg,14,"Action / Movement Programming, Dice Rolling, Player Elimination, Simultaneous Action Selection, Variable Player Powers",29159,"Aviation / Flight, Bluffing, Collectible Components, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame","Steven Kimball, James Kniffen, Corey Konieczka, Jason Little, Brady Sadler, Adam Sadler",2.4718
53,https://boardgamegeek.com/boardgame/37111/battlestar-galactica,37111,Battlestar Galactica,3,6,300,120,300,2008,7.77334,7.63755,25603,https://cf.geekdo-images.com/images/pic354500.jpg,10,"Area Movement, Co-operative Play, Dice Rolling, Hand Management, Partnerships, Role Playing, Variable Player Powers",28480,"Bluffing, Deduction, Movies / TV / Radio theme, Political, Science Fiction, Space Exploration, Spies/Secret Agents",Corey Konieczka,3.2296
54,https://boardgamegeek.com/boardgame/159675/fields-arle,159675,Fields of Arle,1,2,120,60,120,2014,8.21417,7.63399,3617,https://cf.geekdo-images.com/images/pic2225968.png,13,Worker Placement,6130,"Economic, Farming, Industry / Manufacturing",Uwe Rosenberg,3.9046
55,https://boardgamegeek.com/boardgame/36218/dominion,36218,Dominion,2,4,30,30,30,2008,7.69683,7.60472,56597,https://cf.geekdo-images.com/images/pic394356.jpg,13,"Card Drafting, Deck / Pool Building, Hand Management",72854,"Card Game, Medieval",Donald X. Vaccarino,2.3749
56,https://boardgamegeek.com/boardgame/2511/sherlock-holmes-consulting-detective-thames-murder,2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1,8,120,60,120,1981,7.84572,7.60254,9219,https://cf.geekdo-images.com/images/pic3514298.jpg,10,"Co-operative Play, Storytelling",18363,"Deduction, Murder/Mystery, Novel-based, Post-Napoleonic, Spies/Secret Agents","Raymond Edwards, Suzanne Goldberg, Gary Grady",2.7678
57,https://boardgamegeek.com/boardgame/172386/mombasa,172386,Mombasa,2,4,150,75,150,2015,8.00709,7.59747,5109,https://cf.geekdo-images.com/images/pic2611318.jpg,12,"Action / Movement Programming, Area Control / Area Influence, Card Drafting, Deck / Pool Building, Hand Management, Simultaneous Action Selection, Stock Holding, Variable Player Powers, Worker Placement",6956,Economic,Alexander Pfister,3.8571
58,https://boardgamegeek.com/boardgame/144733/russian-railroads,144733,Russian Railroads,2,4,120,90,120,2013,7.82731,7.59617,9087,https://cf.geekdo-images.com/images/pic1772936.jpg,12,Worker Placement,9934,"Industry / Manufacturing, Trains","Helmut Ohley, Leonhard ""Lonny"" Orgler",3.4095
59,https://boardgamegeek.com/boardgame/102680/trajan,102680,Trajan,2,4,120,60,120,2011,7.81416,7.59407,9824,https://cf.geekdo-images.com/images/pic1054375.jpg,12,"Area Movement, Card Drafting, Hand Management, Set Collection",11592,"Ancient, Political",Stefan Feld,3.6752
60,https://boardgamegeek.com/boardgame/42/tigris-euphrates,42,Tigris & Euphrates,2,4,90,90,90,1997,7.72175,7.59175,20293,https://cf.geekdo-images.com/images/pic2338267.jpg,12,"Area Control / Area Influence, Hand Management, Set Collection, Tile Placement",22163,"Abstract Strategy, Ancient, Civilization, Territory Building",Reiner Knizia,3.5305
61,https://boardgamegeek.com/boardgame/194655/santorini,194655,Santorini,2,4,20,20,20,2016,8.05321,7.58639,4960,https://cf.geekdo-images.com/images/pic3283110.png,8,"Grid Movement, Tile Placement, Variable Player Powers",8416,"Abstract Strategy, Ancient, Mythology",Gord!,1.7965
62,https://boardgamegeek.com/boardgame/30549/pandemic,30549,Pandemic,2,4,45,45,45,2008,7.67105,7.58506,63413,https://cf.geekdo-images.com/images/pic1534148.jpg,8,"Action Point Allowance System, Co-operative Play, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers",90612,Medical,Matt Leacock,2.43
63,https://boardgamegeek.com/boardgame/73439/troyes,73439,Troyes,1,4,90,90,90,2010,7.76056,7.5785,11416,https://cf.geekdo-images.com/images/pic750583.jpg,12,"Area Control / Area Influence, Dice Rolling, Worker Placement",12095,"Dice, Economic, Medieval","Sébastien Dujardin, Xavier Georges, Alain Orban",3.464
64,https://boardgamegeek.com/boardgame/104162/descent-journeys-dark-second-edition,104162,Descent: Journeys in the Dark (Second Edition),2,5,120,120,120,2012,7.79648,7.57244,14828,https://cf.geekdo-images.com/images/pic1180640.jpg,14,"Action Point Allowance System, Dice Rolling, Grid Movement, Hand Management, Modular Board, Partnerships, Variable Player Powers",23677,"Adventure, Exploration, Fantasy, Fighting, Miniatures","Daniel Clark (I), Corey Konieczka, Adam Sadler, Kevin Wilson",3.1917
65,https://boardgamegeek.com/boardgame/521/crokinole,521,Crokinole,2,4,30,30,30,1876,7.80825,7.57058,7749,https://cf.geekdo-images.com/images/pic79413.jpg,8,Partnerships,5577,Action / Dexterity,(Uncredited),1.2879
66,https://boardgamegeek.com/boardgame/155426/castles-mad-king-ludwig,155426,Castles of Mad King Ludwig,1,4,90,90,90,2014,7.73487,7.57036,13491,https://cf.geekdo-images.com/images/pic1961827.jpg,13,"Card Drafting, Pattern Building, Set Collection, Tile Placement",18248,Post-Napoleonic,Ted Alspach,2.654
67,https://boardgamegeek.com/boardgame/9609/war-ring-first-edition,9609,War of the Ring (first edition),2,4,180,180,180,2004,7.81332,7.55519,8950,https://cf.geekdo-images.com/images/pic725882.jpg,12,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management",11452,"Adventure, Dice, Fantasy, Novel-based, Territory Building, Wargame","Roberto Di Meglio, Marco Maggi, Francesco Nepitello",3.839
68,https://boardgamegeek.com/boardgame/128882/resistance-avalon,128882,The Resistance: Avalon,5,10,30,30,30,2012,7.71627,7.54798,16246,https://cf.geekdo-images.com/images/pic1398895.jpg,13,"Memory, Partnerships, Simultaneous Action Selection, Variable Player Powers, Voting",22913,"Bluffing, Card Game, Deduction, Fantasy, Medieval, Negotiation, Party Game",Don Eskridge,1.7796
69,https://boardgamegeek.com/boardgame/155068/arcadia-quest,155068,Arcadia Quest,2,4,60,60,60,2014,7.99599,7.54337,5134,https://cf.geekdo-images.com/images/pic2305263.jpg,13,"Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",8753,"Adventure, Fantasy, Fighting, Miniatures","Thiago Aranha, Guilherme Goulart, Eric M. Lang, Fred Perret",2.5435
70,https://boardgamegeek.com/boardgame/127023/kemet,127023,Kemet,2,5,60,15,60,2012,7.77647,7.5405,9430,https://cf.geekdo-images.com/images/pic1431241.jpg,13,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Card Drafting, Hand Management",11555,"Ancient, Fighting, Miniatures, Mythology","Jacques Bariot, Guillaume Montiage",2.9772
71,https://boardgamegeek.com/boardgame/103343/game-thrones-board-game-second-edition,103343,A Game of Thrones: The Board Game (Second Edition),3,6,240,120,240,2011,7.73383,7.53988,18041,https://cf.geekdo-images.com/images/pic1077906.jpg,14,"Area Control / Area Influence, Area Movement, Auction/Bidding, Hand Management, Player Elimination, Simultaneous Action Selection, Variable Player Powers",23396,"Bluffing, Fantasy, Negotiation, Novel-based, Political, Wargame",Christian T. Petersen,3.6415
72,https://boardgamegeek.com/boardgame/34635/stone-age,34635,Stone Age,2,4,90,60,90,2008,7.63249,7.53831,30855,https://cf.geekdo-images.com/images/pic1632539.jpg,10,"Dice Rolling, Set Collection, Worker Placement",32238,"Dice, Prehistoric",Bernd Brunnhofer,2.5066
73,https://boardgamegeek.com/boardgame/161970/alchemists,161970,Alchemists,2,4,120,120,120,2014,7.76963,7.53328,10061,https://cf.geekdo-images.com/images/pic2241156.png,13,"Action Point Allowance System, Card Drafting, Hand Management, Worker Placement",13449,"Deduction, Fantasy",Matú? Kotry,3.7918
74,https://boardgamegeek.com/boardgame/146652/legendary-encounters-alien-deck-building-game,146652,Legendary Encounters: An Alien Deck Building Game,1,5,45,45,45,2014,7.86395,7.52369,6581,https://cf.geekdo-images.com/images/pic2225180.jpg,17,"Card Drafting, Co-operative Play, Deck / Pool Building, Player Elimination, Variable Player Powers",9847,"Card Game, Horror, Movies / TV / Radio theme, Science Fiction","Ben Cichoski, Daniel Mandel",2.7061
75,https://boardgamegeek.com/boardgame/125153/gallerist,125153,The Gallerist,1,4,150,60,150,2015,8.04932,7.52059,3776,https://cf.geekdo-images.com/images/pic2503200.png,13,"Commodity Speculation, Set Collection, Worker Placement",5802,Economic,Vital Lacerda,4.2548
76,https://boardgamegeek.com/boardgame/70149/ora-et-labora,70149,Ora et Labora,1,4,180,60,180,2011,7.78158,7.52037,7577,https://cf.geekdo-images.com/images/pic1165426.jpg,13,"Modular Board, Pattern Building, Set Collection, Tile Placement, Worker Placement",9466,"City Building, Economic, Industry / Manufacturing, Medieval, Religious, Territory Building",Uwe Rosenberg,3.8899
77,https://boardgamegeek.com/boardgame/126042/nations,126042,Nations,1,5,200,40,200,2013,7.75364,7.50628,8253,https://cf.geekdo-images.com/images/pic1591406.png,14,"Card Drafting, Variable Player Powers",9208,"Card Game, Civilization, Economic","Rustan Håkansson, Nina Håkansson, Einar Rosén, Robert Rosén",3.5375
